Tipo;Entidade;Número;Data;Sumário;Link;;

Portaria;;303/2013;2013/16/10;Estabelece os requisitos de constituição da sociedade gestora de Zona Empresarial, identifica o quadro legal de obrigações e competências, define as regras de formulação do regulamento interno, os elementos instrutórios que devem acompanhar os pedidos de instalação e de título de exploração bem como os pedidos de conversão em Zona Empresarial;https://dre.pt/application/file/502933;;

Portaria;;345/2013;2013/27/11;Regula o regime aplicável à certificação de entidades formadoras de cursos de mediação de conflitos e revoga a Portaria n.º 237/2010, de 29 de abril;https://dre.pt/application/file/484282;;

Portaria;;353-A/2013;2013/04/12;Estabelece os valores mínimos de caudal de ar novo por espaço, bem como os limiares de proteção e as condições de referência para os poluentes do ar interior dos edifícios de comércio e serviços novos;https://dre.pt/application/file/331946;;

Portaria;;366/2013;2013/23/12;Estabelece o procedimento de atribuição de licenças para a exploração de postos de enchimento de gás natural veicular (GNV), em regime de serviço público ou privativo, nas modalidades de gás natural comprimido (GNC) e de gás natural liquefeito (GNL).;https://dre.pt/pesquisa/-/search/483924/details/maximized;;

Portaria;;375/2013;2013/27/12;Primeira alteração à Portaria n.º 204-B/2013, de 18 de junho, que cria a medida Estágios Emprego;https://dre.pt/application/file/483713;;

Portaria;;378-H/2013;2013/31/12;Terceira alteração à Portaria n.º 128/2009, de 30 de janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/164491;;

Regulamento;;40/2013;2013/25/01;"Regulamento do Financiamento Competitivo de Programas de Doutoramento da Fundação para a Ciência e Tecnologia, IP ( FCT).
";https://dre.pt/application/file/2631090;;

Regulamento;;120/2013;2013/03/04;Regulamento do Fundo de Apoio à Comunidade Científica, que define as condições de acesso e atribuição de financiamento a iniciativas da comunidade científica portuguesa, em todos os domínios científicos que estejam excluídas do âmbito de financiamento de outros apoios ou programas da FCT.;https://dre.pt/application/file/1148144;;

Regulamento;;189/2013;2013/24/05;Regulamento do Procedimento de Inspeção da Inspeção-Geral da Educação e Ciência;https://dre.pt/application/file/a/1173491;;

Regulamento;;239/2013;2013/02/07;"Regulamento de recrutamento e contratação de investigadores FCT, após a devida homologação de S. Ex.ª, a Secretária de Estado da Ciência, datada de 29-05-2013.

ANEXO";https://dre.pt/application/file/1610827;;

Regulamento de Execução;UE;716/2013;2013/25/07;Estabelece as regras de execução do Regulamento (CE) n.º 110/2008 do Parlamento Europeu e do Conselho relativo à definição, designação, apresentação, rotulagem e proteção das indicações geográficas das bebidas espirituosas;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:201:0021:0030:PT:PDF;;

Regulamento;;326/2013;2013/27/08;Alterações ao Regulamento de Bolsas de Investigação da FCT, I. P., homologadas pela Secretária de Estado da Ciência em 15-07-2013. República em anexo o citado Regulamento, na sua redação atual.;https://dre.pt/application/file/1500074;;

Regulamento;;327/2013;2013/27/08;Regulamento do Concurso Público para a Seleção de Infraestruturas de Investigação e sua Integração no Roteiro Nacional de Infraestruturas de Investigação de Interesse Estratégico, homologado pelo Secretário de Estado da Ciência, em 25-07-2013.;https://dre.pt/application/file/1500275;;

Regulamento;;390-A/2013;2013/14/10;Regulamento de Gestão do Fundo de Garantia de Compensação do Trabalho;https://dre.pt/application/conteudo/3703353;;

Regulamento;;392/2013;2013/16/10;Aprova o regime dos procedimentos de avaliação e de acreditação das instituições de ensino superior e dos seus ciclos de estudos;https://dre.pt/application/file/1457224;;

Regulamento;UE;228/2013;2013/13/03;"Estabelece medidas específicas no domínio da agricultura a favor das regiões ultraperiféricas da
União e revoga o Regulamento (CE) n.o 247/2006 do Conselho.";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:078:0023:0040:PT:PDF;;

Regulamento;UE;1305/2013;2013/17/12;Regulamento (UE) N. 1305/2013 do Parlamento Europeu e do Conselho de 17-12-2013, relativo ao apoio ao desenvolvimento rural pelo Fundo Europeu Agrícola de Desenvolvimento Rural (FEADER) e que revoga o Regulamento (CE) n.º 1698/2005 do Conselho;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0487:0548:pt:PDF;;

Regulamento;UE;1297/2013;2013/17/12;Altera o Regulamento nº 1083/2006 no que diz respeito a determinadas disposições de gestão financeira aplicáveis a certos Estados-Membros afetados ou ameaçados por graves dificuldades de estabilidade financeira (...);http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0253:0255:PT:PDF;;

Regulamento;UE;1299/2013;2013/17/12;Relativo às disposições específicas aplicáveis ao apoio prestado pelo Fundo Europeu de Desenvolvimento Regional ao objetivo da cooperação Territorial Europeia;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0259:0280:PT:PDF;;

Regulamento;UE;1300/2013;2013/17/12;Relativo ao Fundo de Coesão e que revoga o Regulamento (CE) nº 1084/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0281:0288:PT:PDF;;

Regulamento;UE;1301/2013;2013/17/12;"Estabelece disposições específicas
relativas ao objetivo de investimento no crescimento e no emprego, e que revoga o Regulamento
(CE) nº 1080/2006";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0289:0302:PT:PDF;;

Regulamento;UE;1303/2013;2013/17/12;Estabelece as disposições comuns relativas ao Fundo Europeu de Desenvolvimento Regional, ao FSE, ao Fundo de Coesão, ao Fundo Europeu Agrícola de Desenvolvimento Rural e ao Fundo Europeu dos Assuntos Marítimos e das Pescas e revoga o Regulamento (CE) nº 1083/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0320:0469:PT:PDF;;

Regulamento;UE;1304/2013;2013/17/12;Relativo ao Fundo Social Europeu e revoga o Regulamento (CE) nº 1081/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0470:0486:PT:PDF;;

Regulamento;EU, EURATOM;1311/2013;2013/02/12;Regulamento (EU, EURATOM) n.º 1311/2013 do Conselho de 2-12-2013, que estabelece o quadro financeiro plurianual para o período 2014-2020;https://www.portugal2020.pt/Portal2020/Media/Default/Docs/Legislacao/Comunitaria/RegUE%201311_2013.pdf;;

Regulamento;EU;1380/2013;2013/11/12;Regulamento (UE) n. ° 1380/2013 do Parlamento Europeu e do Conselho, relativo à política comum das pescas, que altera os Regulamentos (CE) n. ° 1954/2003 e (CE) n. ° 1224/2009 do Conselho e revoga os Regulamentos (CE) n. ° 2371/2002 e (CE) n. ° 639/2004 do Conselho e a Decisão 2004/585/CE do Conselho;https://eur-lex.europa.eu/legal-content/PT/TXT/?uri=celex%3A32013R1380;;

Diretiva;UE;1/2013;2013/26/01;Diretiva do Conselho - Altera a Diretiva 93/109/CE no que se refere a alguns aspetos do sistema de elegibilidade nas eleições para o Parlamento Europeu dos cidadãos da União residentes num Estado-Membro de que não tenham a nacionalidade. Nota: A data diretiva é 20-12-2012, tendo sido publicada em 2013, com o número Diretiva 2013/1/UE.;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:026:0027:0029:PT:PDF;;

Resolução do Conselho de Ministros;;19/2013;2013/05/04;Conceito Estratégico de Defesa Nacional.;https://dre.pt/application/dir/pdf1sdip/2013/04/06700/0198101995.pdf;;

Resolução do Conselho de Ministros;;26/2013;2013/19/04;Aprova as linhas de orientação para a execução da reforma estrutural da defesa nacional e das Forças Armadas, designada por Reforma «Defesa 2020»;https://dre.pt/application/file/260308;;

Resolução do Conselho de Ministros;;39/2013;2013/14/06;Estabelece um novo modelo institucional de governação dos fundos europeus;https://dre.pt/application/file/496668;;

Resolução do Conselho de Ministros;;51/2013;2013/08/08;Procede à primeira alteração à RCM n.º 29/2011, de 11 de julho, que aprova o Regimento do Conselho de Ministros do XIX Governo Constitucional e república as regras de legística a observar no processo legislativo do Governo;https://dre.pt/application/file/499123;;

Resolução do Conselho de Ministros;;62/2013;2013/10/10;Permite a emissão de novos valores escriturais nominativos, designados por Certificados do Tesouro Poupança Mais;https://dre.pt/application/file/494756;;

Decreto Regulamentar;;2/2013;2013/18/03;Primeira alteração ao Decreto Regulamentar n.º 84/2007, de 5 de novembro, que regulamenta a Lei n.º 23/2007, de 4 de julho, que aprova o regime jurídico de entrada, permanência, saída e afastamento de cidadãos estrangeiros de território nacional.;https://dre.pt/application/file/259815;;

ILAC;;G19:08/2014;2014/01/08;Orientações para unidades de ciência forense com aplicação das normas ISO/IEC 17025 e ISO/IEC 17020.;http://ilac.org/latest_ilac_news/ilac-g19082014-published/;;

Decisão;UE;955/2014;2014/30/12;Altera a Decisão 2000/532/CE relativa à lista de resíduos em conformidade com a Diretiva 2008/98/CE do Parlamento Europeu e do Conselho ;http://www.apambiente.pt/_zdata/Politicas/Residuos/Classificacao/Decisao2014955UE.pdf;;

Declaração de Retificação;;389/2014;2014/09/04;Retificação ao despacho n.º 4205-A/2014, de 11 de março, públicado no Diário da República n.º 56, 2.ª série de 20 de março, que regulamenta os cursos de formação, ingresso, e de acesso do bombeiro voluntário;https://dre.pt/application/file/25687004;;

Regulamento;DNS.PT;2014;2014/16/06;Regras de Registo de Nomes de Domínio de .PT - Depósito Legal 376640/2014;https://www.dns.pt/fotos/gca/regras_2014_12_junho_final_103336018954bb0264222eb.pdf;;

Despacho;;1573-A/2014;2014/30/01;Define a comparticipação financeira do IEFP, I.P., por mês e por beneficiário, no âmbito das medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/1718148;;

Despacho;;5552/2014;2014/23/04;Envio de Regulamento Tramitação dos Procedimentos de Recrutamento e Seleção dos Cargos de Direção Superior na Administração Pública;https://dre.pt/application/file/25696694;;

Despacho;;9841-A/2014;2014/30/07;Despacho que define a comparticipação financeira do IEFP, I.P., por mês e por estágio, no âmbito da Medida Estágios Emprego;https://dre.pt/application/file/55031650;;

Despacho;;5775/2014;2014/02/05;Estabelece especificações técnicas relativas aos suportes da versão definitiva da obra a entregar pelos beneficiários de apoios à produção ao Instituto do Cinema e Audiovisual, I. P., e à Cinemateca Portuguesa - Museu do Cinema, I. P.;https://dre.pt/application/file/a/25685537;;

Despacho;;5855/2014;2014/05/05;Determina a obrigatoriedade de utilização da aplicação informática de suporte ao SINAVE para notificação de doenças transmissíveis e outros riscos em saúde pública;https://dre.pt/application/file/25688519;;

Despacho;;11961/2014;2014/26/09;Aprova o esquema de vacinação recomendado para o Programa Nacional de Vacinação (PNV). Revoga o despacho n.º 17067/2011, públicado no Diário da República, 2.ª série, n.º 243, de 21 de dezembro;https://dre.pt/application/file/57532789;;

Despacho Normativo;;13/2014;2014/15/09;Regulamenta a avaliação e certificação dos conhecimentos adquiridos e das capacidades desenvolvidas pelos alunos do ensino básico,;https://dre.pt/application/file/56751956;;

DL;;3/2014;2014/09/01;Aprova o Estatuto do Corpo da Guarda Prisional;https://dre.pt/application/file/605935;;

DL;;5/2014;2014/14/01;Regula o regime de avaliação, certificação e adoção dos manuais escolares dos ensinos básico e secundário, previsto na Lei n.º 47/2006, de 28 de agosto;https://dre.pt/application/file/a/606178;;

DL;;15/2014;2014/23/01;Procede à segunda alteração ao Decreto-Lei n.º 39/2008, de 7 de março, que aprova o regime jurídico da instalação, exploração e funcionamento dos empreendimentos turísticos;https://dre.pt/application/dir/pdf1s%5c2014%5c01%5c01600%5c0048000505.pdf;;

DL;;20/2014;2014/10/02;Procede à quinta alteração ao Decreto-Lei n.º 86-A/2011, de 12 de julho, que aprova a Lei Orgânica do XIX Governo Constitucional;https://dre.pt/application/file/570667;;

DL;;21/2014;2014/11/02;Estabelece as formas e o procedimento de cedência dos prédios do domínio privado do Estado e do património próprio dos institutos públicos através da bolsa nacional de terras para utilização agrícola, florestal ou silvopastoril, criada pela Lei n.º 62/2012, de 10 de dezembro;https://dre.pt/application/file/a/570797;;

DL;;23/2014;2014/14/02;Aprova o regime de funcionamento dos espetáculos de natureza artística e de instalação e fiscalização dos recintos fixos destinados à sua realização bem como o regime de classificação de espetáculos de natureza artística e de divertimentos públicos, conformando-o com a disciplina do Decreto-Lei n.º 92/2010, de 26 de julho, que transpôs a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12-12-2006, relativa aos serviços no mercado interno;https://dre.pt/application/file/572478;;

DL;;33/2014;2014/04/03;No uso da autorização legislativa concedida pela Lei n.º 57/2013, de 14 de agosto, procede à segunda alteração ao Decreto-Lei n.º 64/2007, de 14 de março, que define o regime jurídico de instalação, funcionamento e fiscalização dos estabelecimentos de apoio social geridos por entidades privadas, estabelecendo o respetivo regime contraordenacional;https://dre.pt/application/file/a/572189;;

DL;;47/2014;2014/24/03;Procede à primeira alteração ao Decreto-Lei n.º 151-B/2013, de 31 de outubro, que estabelece o regime jurídico de avaliação de impacto ambiental (AIA) dos projetos públicos e privados suscetíveis de produzirem efeitos significativos no ambiente, transpondo a Diretiva n.º 2011/92/UE, do Parlamento Europeu e do Conselho, de 13-12-2011, relativa à avaliação dos efeitos de determinados projetos públicos e privados no ambiente;https://dre.pt/application/file/572055;;

DL;;67/2014;2014/07/05;Aprova o regime jurídico da gestão de resíduos de equipamentos elétricos e eletrónicos, transpondo a Diretiva n.º 2012/19/UE, do Parlamento Europeu e do Conselho, de 4-07-2012;https://dre.pt/application/file/25343844;;

DL;;72/2014;2014/13/05;Procede à primeira alteração ao Decreto-Lei n.º 4/97, de 9 de janeiro, que cria a Rede Interministerial de Modernização Administrativa;https://dre.pt/application/file/25343789;;

DL;;73/2014;2014/13/05;Aprova um conjunto de medidas de simplificação e modernização administrativa, procedendo à primeira alteração ao Decreto-Lei n.º 4/97, de 9 de janeiro e à terceira alteração ao Decreto-Lei n.º 135/99, de 22 de abril;https://dre.pt/application/file/25343790;;

DL;;79/2014;2014/14/05;Aprova o regime jurídico da habilitação profissional para a docência na educação pré-escolar e nos ensinos básico e secundário;https://dre.pt/application/file/25344968;;

DL;;92/2014;2014/20/06;Estabelece o regime jurídico das escolas profissionais privadas e públicas, no âmbito do ensino não superior;https://dre.pt/application/file/25677135;;

DL;;89/2014;2014/11/07;Aprova o Regulamento do Espetáculo Tauromáquico;https://dre.pt/application/file/25677084;;

DL;;112/2014;2014/11/07;Procede à segunda alteração ao Decreto-Lei n.º 126-B/2011, de 29 de dezembro, que aprova a Lei Orgânica do Ministério da Administração Interna, à segunda alteração ao Decreto Regulamentar n.º 29/2012, de 13 de março, que aprova a orgânica da Secretaria-Geral do Ministério da Administração Interna, e à extinção da Direção-Geral de Infraestruturas e Equipamentos;https://dre.pt/application/file/a/25346103;;

DL;;127/2014;2014/18/02;Procede à terceira alteração ao Decreto-Lei n.º 127/2005, de 5 de agosto, que estabelece o regime de criação das zonas de intervenção florestal, bem como os princípios reguladores da sua constituição, funcionamento e extinção, e à segunda alteração do Decreto-Lei n.º 16/2009, de 14 de janeiro, que aprova o regime jurídico dos planos de ordenamento, de gestão e de intervenção de âmbito florestal;https://dre.pt/application/file/572502;;

DL;;128/2014;2014/29/08;Aprova o regime jurídico da exploração dos estabelecimentos de alojamento local;https://dre.pt/application/file/56384665;;

DL;;162/2014;2014/31/10;Aprova um novo Código Fiscal do Investimento e procede à revisão dos regimes de benefícios fiscais ao investimento produtivo, e respetiva regulamentação.;https://dre.pt/application/file/58660557;;

DL;;136/2014;2014/09/09;Procede à décima terceira alteração ao Decreto-Lei n.º 555/99, de 16 de dezembro, que estabelece o regime jurídico da urbanização e edificação;https://dre.pt/application/file/56501780;;

DL;;137/2014;2014/12/09;Presidência do Conselho de Ministros - Estabelece o modelo de governação dos fundos europeus estruturais e de investimento para o período de 2014-2020;https://dre.pt/application/file/56747578;;

DL;;141/2014;2014/19/09;Procede à sexta alteração ao Decreto-Lei n.º 193/95, de 28 de julho, que estabelece os princípios e normas a que deve obedecer a produção cartográfica no território nacional;https://dre.pt/application/file/57119577;;

DL;;143/2014;2014/26/09;Aprova o Regulamento de Registo de Obras Literárias e Artísticas;https://dre.pt/application/file/57531577;;

DL;;159/2014;2014/27/10;Estabelece as regras gerais de aplicação dos Programas Operacionais e dos Programas de Desenvolvimento Rural financiados pelos Fundos Europeus Estruturais e de Investimento, para o período de programação 2014-2020;https://dre.pt/application/file/58605828;;

DL;;164/2014;2014/04/11;Aprova o Regulamento de Trabalhos Arqueológicos;https://dre.pt/application/file/58728832;;

DL;;165/2014;2014/05/11;No uso da autorização legislativa concedida pela Lei n.º 45/2014, de 16 de julho, estabelece, com caráter extraordinário, o regime de regularização e de alteração e ou ampliação de estabelecimentos e explorações de atividades industriais, pecuárias, de operações de gestão de resíduos e de explorações de pedreiras incompatíveis com instrumentos de gestão territorial e ou condicionantes ao uso do solo;https://dre.pt/application/file/58752648;;

DL;;166/2014;2014/06/11;Estabelece o regime jurídico do Programa de Estágios Profissionais na Administração Local;https://dre.pt/application/file/a/58777681;;

DL;;172-A/2014;2014/14/11;Procede à quinta alteração ao Decreto-Lei n.º 119/83, de 25 de fevereiro, que aprova o Estatuto das Instituições Particulares de Solidariedade Social;https://dre.pt/application/file/58894033;;

Lei;;2/2014;2014/16/01;"Procede à reforma da tributação das sociedades, alterando o Có-
digo do Imposto sobre o Rendimento das Pessoas Coletivas,
aprovado pelo Decreto -Lei n.º 442 -B/88, de 30 de novembro, o
Decreto Regulamentar n.º 25/2009, de 14 de setembro, e o Có-
digo do Imposto sobre o Rendimento das Pessoas Singulares,
aprovado pelo Decreto -Lei n.º 442 -A/88, de 30 de novembro.";http://dre.pt/pdf1sdip/2014/01/01100/0025300346.pdf;;

Lei;;3/2014;2014/28/01;Procede à segunda alteração à Lei n.º 102/2009, de 10 de setembro, que aprova o regime jurídico da promoção da segurança e saúde no trabalho, e à segunda alteração ao Decreto-Lei n.º 116/97, de 12 de maio, que transpõe para a ordem jurídica interna a Diretiva n.º 93/103/CE, do Conselho, de 23 de novembro, relativa às prescrições mínimas de segurança e de saúde no trabalho a bordo dos navios de pesca;https://dre.pt/application/file/571084;;

Lei;;5/2014;2014/12/02;Procede à primeira alteração ao Decreto-Lei n.º 260/2009, de 25 de setembro, simplificando o regime de acesso e exercício da atividade das agências privadas de colocação de candidatos a empregos;https://dre.pt/application/file/572514;;

Lei;;10/2014;2014/06/03;Aprova os Estatutos da Entidade Reguladora dos Serviços de Águas e Resíduos;https://dre.pt/application/file/572175;;

Lei;;11/2014;2014/06/03;Estabelece mecanismos de convergência do regime de proteção social da função pública com o regime geral da segurança social, procedendo à quarta alteração à Lei n.º 60/2005, de 29 de dezembro, à terceira alteração ao Decreto-Lei n.º 503/99, de 20 de novembro, e à alteração do Estatuto da Aposentação, aprovado pelo Decreto-Lei n.º 498/72, de 9 de dezembro, e revogando normas que estabelecem acréscimos de tempo de serviço para efeitos de aposentação no âmbito da Caixa Geral de Aposentações;http://data.dre.pt/eli/lei/11/2014/03/06/p/dre/pt/html;;

Lei;;17/2014;2014/10/04;Estabelece as Bases da Política de Ordenamento e de Gestão do Espaço Marítimo Nacional;https://data.dre.pt/eli/dec-lei/17/2014/02/04/p/dre/pt/html;;

Lei;;19/2014;2014/14/04;Define as bases da política de ambiente;https://dre.pt/application/file/25344136;;

Lei;;20/2014;2014/15/04;Procede à primeira alteração à Lei n.º 36/2003, de 22 de agosto, em cumprimento da Decisão n.º 2009/426/JAI, do Conselho, de 16-12-2008, relativa ao reforço da EUROJUST e que altera a Decisão n.º 2002/187/JAI, relativa à criação da EUROJUST a fim de reforçar a luta contra as formas graves de criminalidade;https://dre.pt/application/file/25344117;;

Lei;;21/2014;2014/16/04;Aprova a lei da investigação clínica;https://dre.pt/application/file/25344123;;

Lei;;25/2014;2014/02/05;Procede à segunda alteração à Lei n.º 9/2009, de 4 de março, e transpõe parcialmente para a ordem jurídica interna a Diretiva n.º 2013/25/UE, do Conselho, de 13 de maio, que adapta determinadas diretivas no domínio do direito de estabelecimento e da livre prestação de serviços, devido à adesão da República da Croácia;https://dre.pt/application/file/25343862;;

Lei;;28/2014;2014/19/05;Primeira alteração à Lei n.º 55/2012, de 6 de setembro, que estabelece os princípios de ação do Estado no quadro do fomento, desenvolvimento e proteção da arte do cinema e das atividades cinematográficas e audiovisuais, e ao Decreto-Lei n.º 9/2013, de 24 de janeiro, que regula a liquidação, a cobrança, o pagamento e a fiscalização das taxas previstas na Lei n.º 55/2012, de 6 de setembro;https://dre.pt/application/file/25343807;;

Lei;;30/2014;2014/19/05;Modifica o valor dos descontos a efetuar para os subsistemas de proteção social no âmbito dos cuidados de saúde:Direção-Geral de Proteção Social aos Trabalhadores em Funções Públicas, dos serviços de assistência na doença da GNR e da PSP e da assistência na doença aos militares das Forças Armadas.;https://dre.pt/application/file/25343809;;

Lei;;31/2014;2014/30/05;Lei de bases gerais da política pública de solos, de ordenamento do território e de urbanismo;http://dre.pt/pdf1sdip/2014/05/10400/0298803003.pdf;;

Lei;;32/2014;2014/30/05;Aprova o procedimento extrajudicial pré-executivo;https://dre.pt/application/file/25346139;;

Lei;;34/2014;2014/19/06;Segunda alteração à Lei n.º 54/2005, de 15 de novembro, que estabelece a titularidade dos recursos hídricos;https://dre.pt/application/file/25677101;;

Lei;;35/2014;2014/20/06;Lei Geral do Trabalho em Funções Públicas;https://dre.pt/application/file/572251;;

Lei;;37/2014;2014/26/06;Estabelece um sistema alternativo e voluntário de autenticação dos cidadãos nos portais e sítios na Internet da Administração Pública denominado Chave Móvel Digital;https://dre.pt/application/file/25345779;;

Lei;;41/2014;2014/10/07;Oitava alteração à Lei n.º 91/2001, de 20 de agosto (lei de enquadramento orçamental);https://dre.pt/application/file/25346107;;

Lei;;42/2014;2014/11/07;Autoriza o Governo a aprovar o novo Código do Procedimento Administrativo;https://dre.pt/application/file/25346099;;

Lei;;43/2014;2014/11/07;Quarta alteração à Lei n.º 74/98, de 11 de novembro, sobre a publicação, a identificação e o formulário dos diplomas;https://dre.pt/application/file/25346100;;

Lei;;46/2014;2014/28/07;Autoriza o Governo, no âmbito da transposição da Diretiva n.º 2013/36/UE, do Parlamento Europeu e do Conselho, de 26 de junho, a proceder à alteração ao Regime Geral das Instituições de Crédito e Sociedades Financeiras, aprovado pelo Decreto-Lei n.º 298/92, de 31 de dezembro, ao Código dos Valores Mobiliários, aprovado pelo Decreto-Lei n.º 486/99, de 13 de novembro, às Leis n.os 25/2008, de 5 de junho, e 28/2009, de 19 de junho, e aos Decretos-Leis n.os 260/94, de 22 de outubro, 72/95, de 15 de abril, 171/95, de 18 de julho, 211/98, de 16 de julho, 357-B/2007 e 357-C/2007, de 31 de outubro, 317/2009, de 30 de outubro, e 40/2014, de 18 de março;https://dre.pt/application/file/55021230;;

Lei;;47/2014;2014/28/07;Procede à quarta alteração à Lei n.º 24/96, de 31 de julho, que estabelece o regime legal aplicável à defesa dos consumidores, e à primeira alteração ao Decreto-Lei n.º 24/2014, de 14 de fevereiro, transpondo parcialmente a Diretiva n.º 2011/83/UE do Parlamento Europeu e do Conselho, de 25-10-2011;https://dre.pt/application/file/55021231;;

Lei;;26/2014;2014/05/05;Procede à primeira alteração à Lei n.º 27/2008, de 30 de junho, que estabelece as condições e procedimentos de concessão de asilo ou proteção subsidiária e os estatutos de requerente de asilo, de refugiado e de proteção subsidiária, transpondo as Diretivas n.os 2011/95/UE , do Parlamento Europeu e do Conselho, de 13 de dezembro, 2013/32/UE, do Parlamento Europeu e do Conselho, de 26 de junho, e 2013/33/UE, do Parlamento Europeu e do Conselho, de 26 de junho;https://dre.pt/application/file/25343866;;

Lei;;66/2014;2014/28/08;Primeira alteração ao Regulamento de Disciplina da Guarda Nacional Republicana, aprovado em anexo à Lei n.º 145/99, de 1 de setembro.;https://dre.pt/application/file/56367104;;

Lei;;72/2014;2014/02/09;Procede à segunda alteração à Lei n.º 68/93, de 4 de setembro, que estabelece a Lei dos Baldios, à alteração ao Estatuto dos Benefícios Fiscais, aprovado pelo Decreto-Lei n.º 215/89, de 1 de julho, e à nona alteração ao Regulamento das Custas Processuais, aprovado pelo Decreto-Lei n.º 34/2008, de 26 de fevereiro;https://dre.pt/application/file/a/56388756;;

Lei;;135/2014;2014/08/09;Estabelece o regime jurídico dos sistemas de segurança privada dos estabelecimentos de restauração e de bebidas que disponham de salas ou de espaços destinados a dança ou onde habitualmente se dance;https://dre.pt/application/file/56479928;;

Lei;;164/2014;2014/11/11;Aprova o Regulamento de Trabalhos Arqueológicos;https://dre.pt/application/file/58728832;;

Lei;;81/2014;2014/19/12;Estabelece o novo regime do arrendamento apoiado para habitação e revoga a Lei n.º 21/2009, de 20 de maio, e os Decretos-Leis n.os 608/73, de 14 de novembro, e 166/93, de 7 de maio;https://dre.pt/application/file/65920537;;

Lei;;82/2014;2014/30/12;Procede à trigésima quarta alteração ao Código Penal, aprovado pelo Decreto-Lei n.º 400/82, de 23 de setembro, e altera ainda o Código Civil, aprovado pelo Decreto-Lei n.º 47 344, de 25-11-1966;https://dre.pt/application/file/66005954;;

Lei;;82-B/2014;2014/31/12;"Orçamento do Estado para 2015
";https://dre.pt/application/file/66015866;;

Lei;;82-D/2014;2014/31/12;Códigos do IMI e do IMT - Procede à alteração das normas fiscais ambientais nos sectores da energia e emissões, transportes, água, resíduos, ordenamento do território, florestas e biodiversidade, introduzindo ainda um regime de tributação dos sacos de plástico e um regime de incentivo ao abate de veículos em fim de vida, no quadro de uma reforma da fiscalidade ambiental;https://dre.pt/application/file/66014833;;

Lei;;82-E/2014;2014/31/12;Reforma da tributação das pessoas singulares, orientada para a família, para a simplificação e para a mobilidade social, altera o Código do Imposto sobre o Rendimento das Pessoas Singulares, o Código do Imposto do Selo, o Estatuto dos Benefícios Fiscais, a lei geral tributária, o Código de Procedimento e de Processo Tributário, o Regime Geral das Infrações Tributárias e o Decreto-Lei n.º 26/99, de 28 de janeiro, e revoga o Decreto-Lei n.º 42/91, de 22 de janeiro;https://dre.pt/application/file/66014834;;

Lei Orgânica;;2/2014;2014/06/08;Aprova o Regime do Segredo de Estado, procede à vigésima primeira alteração ao Código de Processo Penal e à trigésima primeira alteração ao Código Penal e revoga a Lei n.º 6/94, de 7 de abril;https://dre.pt/application/file/a/55235977;;

Lei Orgânica;;4/2014;2014/13/08;Quinta alteração à Lei n.º 30/84, de 5 de setembro, que aprova a Lei Quadro do Sistema de Informações da República Portuguesa - SIRP;https://dre.pt/application/file/56057675;;

Lei Orgânica;;6/2014;2014/01/09;Procede à primeira alteração à Lei Orgânica de Bases da Organização das Forças Armadas, aprovada pela Lei Orgânica n.º 1 -A/2009, de 7 de julho;https://dre.pt/application/file/56386176;;

Circular;DGSS;4/2014;2014/16/12;Regulamento das comparticipações familiares devidas pela utilização dos serviços e equipamentos sociais das Instituições Particulares de Solidariedade Social: Orientação Técnica (Circular DSAS DASCN);http://www.seg-social.pt/documents/10152/9096175/COT%204%202014.pdf/c44472fc-427b-47fe-86b7-deb1e272f4b1;;

Portaria;;7/2014;2014/13/01;Define as regras a que obedece o registo das Organizações Não Governamentais das Pessoas com Deficiência;https://dre.pt/application/file/605946;;

Portaria;;20-A/2014;2014/30/01;Segunda alteração à Portaria n.º 204-B/2013, de 18 de junho que cria a medida Estágios Emprego;https://dre.pt/application/file/398447;;

Portaria;;20-B/2014;2014/30/01;Quarta alteração à Portaria n.º 128/2009, de 30 de janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/398448;;

