Estado;Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do PCA;Destino final;Justificação DF;Notas;;;;;;;;;;

Inativo;650.10.309;Concessão de subsídios vitalícios;"Atribuição de prestação pecuniária mensal destinada a compensar o acréscimo de encargos familiares dos descendentes dos beneficiários, portadores de deficiência de natureza física, orgânica, sensorial, motora ou mental, que se encontrem impossibilitados de assegurar normalmente a sua subsistência pelo exercício de atividade profissional.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei 120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplemento para#";Média ;S;5;;"#Critério legal:
Conjugação:
[Lei 4/2007], Bases gerais do sistema de segurança social, art.º 69º - Prescrição do direito às prestações, e art.º 80º - Incumprimento das obrigações legais; 
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de cessação da vigência;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas;
PN 150.40.001 - Realização de operações estatísticas oficiais;
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação;
PN 400.10.011 - Registo no sistema da Segurança Social;
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;

;650.10.400;"Comparticipação a instituições de solidariedade social regulado por utente por portaria
";"Atribuição de prestação pecuniária para pagamento a instituição de solidariedade social pelos serviços prestados a crianças, idosos e portadores de deficiência.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";Atribuição de apoio financeiro às instituições de solidariedade social quando o mesmo é regulado por portaria, sendo o valor atribuído por utente#;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Circular DGSS 4/2014#
Despacho Normativo 75/92#";PE;N;"ISS#
AL#";;;"150.10.500#
150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
350.30.001#
500.10.001#";"Elaboração de instrumentos de cooperação interinstitucional#
Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplemento para#";Elevada;S;10;;"#Critério legal:
[Lei 98/97], art.º 70º, nº 1 - Prazo prescricional da responsabilidade financeira reintegratória.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de consulta deste PN para apuramento de responsabilidade em sede do PN 500.10.001 - Realização de auditoria.";Data de conclusão do procedimento;C;"#Critério de densidade informacional:
Os compromissos e protocolos estabelecidos ao nível ministerial ou globais encontram-se no
PN 150.10.500 - Elaboração de instrumentos de cooperação interinstitucional. 
Os montantes globais relativos a comparticipações no
PN 150.20.404 - Prestação de contas. 
Todavia esta síntese não permite recuperar a atuação em particular da Administração, nomeadamente a especificidade das comparticipações.";;;;;;;;;;;

;650.10.401;Comparticipação a instituições de solidariedade social regulado por utente por programa;"Atribuição de prestação pecuniária para pagamento a instituição de solidariedade social pelos serviços prestados a crianças, idosos e portadores de deficiência.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";Atribuição de apoio financeiro às instituições de solidariedade social quando o mesmo é regulado por um programa, sendo o valor atribuído por utente#;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Circular DGSS 4/2014#
Despacho Normativo 75/92#";PE;N;"ISS#
AL#";;;"150.10.500#
150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
350.30.001#
500.10.001#";"Elaboração de instrumentos de cooperação interinstitucional#
Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplemento para#";Elevada;S;10;;"#Critério legal:
[Lei 98/97], art.º 70º, nº 1 - Prazo prescricional da responsabilidade financeira reintegratória.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de consulta deste PN para apuramento de responsabilidade em sede do PN 500.10.001 - Realização de auditoria.";Data de conclusão do procedimento;C;"#Critério de densidade informacional:
Os compromissos e protocolos estabelecidos ao nível ministerial ou globais encontram-se no
PN 150.10.500 - Elaboração de instrumentos de cooperação interinstitucional. 
Os montantes globais relativos a comparticipações no
PN 150.20.404 - Prestação de contas. 
Todavia esta síntese não permite recuperar a atuação em particular da Administração, nomeadamente a especificidade das comparticipações.";;;;;;;;;;;

;650.10.500;Comparticipação a instituições de solidariedade social por apoio à gestão;"Atribuição de prestação pecuniária para pagamento a instituição de solidariedade social pelos serviços prestados a crianças, idosos e portadores de deficiência.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";Atribuições de apoio financeiro às instituições de solidariedade social quando o mesmo é efetuado por acordos de gestão#;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Circular DGSS 4/2014#
Despacho Normativo 75/92#";PE;N;"ISS#
AL#";;;"150.10.500#
150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
350.30.001#
500.10.001#";"Elaboração de instrumentos de cooperação interinstitucional#
Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplemento para#
";Elevada;S;10;;"#Critério legal:
[Lei 98/97], art.º 70º, nº 1 - Prazo prescricional da responsabilidade financeira reintegratória. 
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de consulta deste PN para apuramento de responsabilidade em sede do PN 500.10.001 - Realização de auditoria.";Data de conclusão do procedimento;C;"#Critério de densidade informacional:
Os compromissos e protocolos estabelecidos ao nível ministerial ou globais encontram-se no
PN 150.10.500 - Elaboração de instrumentos de cooperação interinstitucional. 
Os montantes globais relativos a comparticipações no
PN 150.20.404 - Prestação de contas. 
Todavia esta síntese não permite recuperar a atuação em particular da Administração, nomeadamente a especificidade das comparticipações.";;;;;;;;;;;

;650.20;Serviços e equipamentos sociais;"Compreende os processos relativos à prestação de serviços de informação e consulta para corrigir ou minimizar situações de vulnerabilidade social, no que se inclui o apoio à integração no mercado de trabalho.
Compreende, igualmente, os processos de atendimento de emergência e acolhimento de pessoas em risco de exclusão social (crianças, jovens, idosos, portadores de deficiência, vítimas de violência, etc.), bem como o atendimento, encaminhamento e acolhimento regular em estruturas de apoio social e psicossocial.
Compreende, ainda, os processos de acesso e usufruto de equipamentos de apoio à inclusão social (infraestruturas de acolhimento, de convívio, de lazer, ou outras).";Processos relativos à garantia de acesso ao direito, designadamente nos domínios da informação e consulta jurídica e do apoio judiciário prestados ao cidadão#;;O encaminhamento de alunos no quadro das estruturas de ensino deve ser considerado em “Prestação de serviços de ensino e formação/ Gestão do aluno/formando” (750.10)#;;;;;;;;;;;;;;;;;;;;;;;;;;;;

;650.20.001;Sinalização e encaminhamento em situações de vulnerabilidade;"Reconhecimento de indivíduos ou agregados familiares em situação de pobreza,  de exclusão social,  de risco ou de violação da integridade pessoal (física, intelectual, psicológica) ou de propriedade, numa lógica de estudo e prevenção de situações de riscos sociais e posterior intervenção junto de grupos desfavorecidos e vulneráveis.
Inicia com o pedido ou identificação da situação e termina com o encaminhamento para apoio específico ou acolhimento.
Inclui apresentação de comprovativos de situação, elaboração de relatório de caracterização, aconselhamento inicial e articulação com outras entidades ou autoridades.";"Familiares e vítimas de crimes contra as pessoas, em que se incluem as difamações, injúrias, ofensas corporais, violação e outros crimes sexuais, homicídio, suícidio, abuso de autoridade, tráfico de seres humanos#
Familiares e vítimas de crimes contra a propriedade, como furto (por esticão, de e em veículo motorizado, por carteirista, em casa por arrombamento), roubo, dano, burla, abuso de confiança, falsificação de documentos#
Pessoas em situação de risco, decorrente, por exemplo de comportamentos aditivos, de discriminação (género, orientação sexual, racial/étnica), de negligência (menores, idosos)#";;;"Lei 147/99#
Lei 142/2015#";PE;S;"ISS#
AL#
APAV#
SCML#
CPCJ#
TFM#";"UPCS#
FSS#
MP#
SEF#
IPSS#
CPL#
INMLCF#
";"Iniciar#
Iniciar#
Iniciar#
Iniciar#
Iniciar#
Iniciar#
Iniciar#";"650.20.306#
650.10.101#
650.20.300#
650.20.301#
650.20.304#
650.20.305#
650.20.600#
650.20.601#
650.20.602#
650.20.603#";"Prestação de cuidados alimentares e de higiene a institucionalizados#
Concessão de comparticipações para redes de serviços e equipamentos sociais#
Aconselhamento jurídico#
Apoio domiciliário#
Apoio psicossocial#
Atribuição de produtos de apoio#
Acolhimento de emergência em equipamentos de apoio social#
Admissão e desenvolvimento em instituições sociais residenciais ou estruturas de alojamento#
Acesso a equipamentos de apoio social não residencial#
Utilização de equipamentos de apoio social residenciais e não residenciais#";"Sucessão (antecede)#
Cruzada#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#";Elevada;N;10;;"#Critério legal:
Conjugação:
[Portaria 188/2014], art.º 16º, Fiscalização dos serviços; 
[DL 48/95], CP, artº 118 - Prazo prescricional do procedimento criminal.
#Critério de utilidade administrativa:
Este PN pode estar na origem de vários PN da classe, se for necessário uma eventual averiguação sobre o procedimento / resposta de encaminhamento da Administração será necessário que permaneça durante o prazo de prescrição da responsabilidade criminal.";Data de conclusão do procedimento;C;"#Critério de densidade informacional:
Informação não sintetizada, porque dela decorre um conjunto de outros PN.

Através deste PN têm-se conhecimento global das situações de vulnerabilidade e das soluções propostas pela Administração. Os resultados sintetizados da ação da Administração são obtidos pelos relatórios (atuação global) e pelos dados cadastrais (identificação dos individuos apoiados).";;;;;;;;;;;

;650.20.300;Aconselhamento jurídico;"Orientação concedida por um jurista a cidadãos ou entidades que não disponham de recursos económicos ou que pretendam obter informações e esclarecer dúvidas em diversas áreas do direito. 
Inicia com o pedido e termina com a prestação do serviço. 
Inclui comprovativos da situação, análise do caso apresentado, estudo de soluções, acompanhamento e mediação.";Aconselhamento jurídico prestado aos vários tipos de pessoas ou famílias, incluindo as que se encontrem em situação de risco ou vulnerabilidade, nomeadamente, imigrantes, vítimas de crimes, vítimas de exclusão social de uma forma genérica#;;;"Lei 34/2004#
Lei 30-E/2000#
DL 387-E/87#";PE;N;"AL#
ISS#";;;"150.20.300#
150.40.500#
300.30.008#
500.10.001#
500.10.301#
650.20.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Sinalização e encaminhamento em situações de vulnerabilidade#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão(sucessor)#";Média;S;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)
PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização)";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação (casos tratados).";;;;;;;;;;;

;650.20.301;Apoio domiciliário;"Prestação de cuidados e serviços a famílias ou pessoas que se encontrem no seu domicílio, em situação de dependência física e ou psíquica e que não possam assegurar, temporária ou permanentemente, a satisfação das suas necessidades básicas e ou a realização das atividades instrumentais da vida diária, nem disponham de apoio familiar para o efeito.
Inicia com o pedido de apoio e termina com a prestação do serviço solicitado.
Inclui análise da situação, verificação do tipo de apoio necessário e disponibilização de meios para o apoio.";"Realização de pequenas obras de reparação e beneficiação no domicílio de famílias desfavorecidas, de pessoas dependentes ou com necessidades especiais#
Prestação de serviços de higiene e alimentação domiciliários#
Teleassistência# ";;;Portaria 38/2013#;PE;N;"AL#
SCML#
ISS#";;;"150.20.300#
150.40.500#
300.30.008#
500.10.001#
500.10.301#
650.20.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Sinalização e encaminhamento em situações de vulnerabilidade#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão(sucessor)#";Elevada;N;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de 
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)
PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização)";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação (casos tratados).";;;;;;;;;;;

;650.20.302;Apoio à integração e inserção profissional;"Ações de informação, aconselhamento e apoio que visam promover a empregabilidade.
Inicia com a inscrição ou solicitação de apoio e termina com a satisfação da necessidade ou suspensão do processo.
Inclui definição de perfil e auxílio para elaboração de currículos, divulgação, encaminhamento de informação e acompanhamento personalizado.";"Acompanhamento personalizado dos desempregados em fase de inserção ou reinserção profissional#
Apoio na procura ativa de emprego#
Disponibilização de informação profissional para jovens e adultos desempregados#
Encaminhamento para ofertas de qualificação#
Divulgação de ofertas de emprego e colocação de desempregados nas ofertas disponíveis e adequadas#
Divulgação de programas comunitários que promovam a mobilidade no emprego e na formação profissional no espaço europeu#
Motivação e apoio à participação em ocupações temporárias ou atividades em regime de voluntariado, que facilitem a inserção no mercado de trabalho#";;"Os programas de apoio ao emprego e qualificação devem ser considerados em 850.10.002 – Formalização de candidaturas e acompanhamento de apoios regulares#
A realização de atividades de formação deve ser considerada em  750.20.600 – Realização de atividades de ensino ou formação#";"DL 396/2007#
Portaria 86/2015#
Despacho 3651/2015#
Portaria 204-B/2013#
Portaria 375/2013#
Portaria 20-A/2014#
Portaria 149-B/2014#
Despacho 9841-A/2014#
DL 92/2011#
Resolução do Conselho de Ministros 63-A/2007#";PE;S;IEFP#;"AL#
AL#";"Iniciar#
Executar#";"150.20.300#
150.40.500#
250.10.103#
250.10.301#
300.30.008#
500.10.001#
500.10.301#
650.10.009#
650.10.205#
650.10.207#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Seleção de candidatos para frequência de estágios profissionais e programas ocupacionais#
Seleção de cidadãos para trabalho voluntário#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Concessão de subsídios de desemprego#
Concessão de rendimento social de inserção#
Concessão de subsídios sociais de desemprego#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão (sucessor)#
Sucessão (antecessor)#
Sucessão (sucessor)#";Elevada;S;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração) e PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação (casos tratados).";;;;;;;;;;;

Em harmonização;650.20.303;Apoio judiciário;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

;"650.20.304
";Apoio psicossocial;"Prestação de apoio e acompanhamento às famílias e indivíduos com dificuldades na prevenção ou resolução de problemas a nível psicossocial, nomeadamente na prevenção, e acompanhamento de potenciais situações de disfunção, ruturas ou pré-rupturas ou no contexto social e laboral.
Inicia com o pedido do interessado ou com a identificação da necessidade por terceiros e termina com a satisfação da necessidade ou suspensão do processo, por ausência do interessado. Inclui diagnóstico de situação, definição de objetivos, incentivando o indivíduo/família à participação ativa no seu próprio processo de mudança/resolução dos seus problemas e articulação com outros serviços para evitar fragmentação das respostas e insucesso na intervenção psicossocial.";Apoio psicossocial e emocional prestado aos vários tipos de pessoas ou famílias em situação de risco ou vulnerabilidade, entre outras, imigrantes, vítimas de crimes, vítimas de exclusão social de uma forma genérica#;;;"Lei 147/99#
Portaria 139/2013#
Lei 142/2015#";PE;S;"AL#
ISS#
CPL#";"UPCS#
MP#
CPCJ#
IPSS#
TFM#";"Iniciar#
Iniciar#
Iniciar#
Iniciar#
Iniciar#";"150.20.300#
150.40.500#
300.30.008#
500.10.001#
500.10.301#
650.20.001#
650.20.600#
650.20.601#
650.20.602#
650.20.603#
650.20.604#
750.10.300#
750.10.602#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Sinalização e encaminhamento em situações de vulnerabilidade#
Acolhimento de emergência em equipamentos de apoio social#
Admissão e desenvolvimento em instituições sociais residenciais ou estruturas de alojamento#
Acesso a equipamentos de apoio social não residencial#
Utilização de equipamentos de apoio social residenciais e não residenciais#
Processamento de dados cadastrais de utentes em respostas sociais de acolhimento#
Processamento dos dados cadastrais de alunos ou formandos#
Integração e acompanhamento de alunos com necessidades educativas especiais#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão (sucessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
síntese(sintetiza)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#";Elevada;N;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração) e PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.300 - Avaliação de atividades (atuação da entidade);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação (casos tratados);
PN 650.20.604 - Processamento dos dados cadastrais de utentes em respostas sociais de acolhimento;
PN 750.10.300 - Processamento de dados cadastrais de alunos ou formandos.";;;;;;;;;;;

;650.20.306;Prestação de cuidados alimentares e de higiene a institucionalizados ;"Desenvolvimento de ações conducentes a garantir as condições higiossanitárias e de alimentação a pessoas e a animais institucionalizados. 
Inicia com a identificação da necessidade ou com o pedido e termina com a prestação do cuidado alimentar ou de higiene. 
Inclui elaboração de diagnóstico de necessidades, definição do tipo de cuidado a prestar, afetação de recursos e registo. 
";"Prestação de cuidados de alimentação a pessoas institucionalizadas#
Prestação de cuidados de higienização a pessoas institucionalizadas#
Prestação de cuidados de alimentação e de higiene a pessoas e a animais# 
Prestação de cuidados de alimentação e de higiene a utente institucionalizado# 
Prestação de cuidados alimentares e de higiene a institucionalizados aos utentes# 
";;"A prestação de cuidados de saúde deve ser considerado em PN adequado na função 700.20 – Serviços clínicos# 
A administração de fármacos a utentes deve ser considerada em PN adequado na função 700.20 – Serviços clínicos#
A contratação de serviços deve ser considerada em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
";"DL 276/2001#
DL 315/2003#
DL 260/2012#
DL 33/2014#";PE;N;"AL#
UPCS#
";;;"150.20.300#
300.30.008#
500.10.001#
500.10.301#
650.20.001#
700.20.407#
710.10.300#";"Avaliação de atividades#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Sinalização e encaminhamento em situações de vulnerabilidade#
Prestação de cuidados de convalescença#
Recolha e adoção de animais#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão (sucessor)#
Cruzada#
Sucessão (antecessor)#";Elevada;S;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
[Lei 50/2006], LQCA, art.º 40º - Prazo prescricional das contraordenações ambientais.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração) e PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
A informação encontra-se sintetizada e é recuperável em
PN 150.20.300 - Avaliação de atividades;
PN 300.30.008 - Registo de documentos e informação.";;;;;;;;;;;

Em harmonização;650.20.307;Apoio à mobilidade;"Prestação de serviços de transporte a pessoas com mobilidade reduzida, em situação de risco de exclusão ou de vulnerabilidade social, ou portadoras de deficiência.
Inicia com o pedido e termina com a prestação do serviço.
Inclui a análise do pedido, o agendamento dos serviços e a resposta ao requerente.";"Transporte adaptado a pessoas com deficiência#
Transporte de pessoas desfavorecidas com mobilidade reduzida, de pessoas dependentes ou com necessidades especiais#
Transporte de idosos#";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

;"650.20.600
";"Acolhimento de emergência em equipamentos de apoio social


";"Abrigo de pessoas sob medida de proteção ou em situação de risco pessoal e social.
Inicia com a identificação da necessidade de acolhimento imediato e termina com a integração em meio natural de vida ou encaminhamento para instituição de acolhimento.
Inclui seleção e articulação da admissão, formalização da receção do individuo pela instituição e contacto com outras entidades ou autoridades para obtenção de resposta social.
";"Acolhimento imediato para as crianças e jovens#
Acolhimento imediato para os idosos#
Acolhimento imediato para os imigrantes#
Acolhimento imediato para os sem-abrigo#
Acolhimento imediato para as vítimas de violência doméstica#
Acolhimento imediato para os toxicodependentes#";;O auxílio e acolhimento de emergência a sinistrados e doentes em situações de catástofres naturais ou tecnológicas devem ser considerados em 550.20.500 – Ação de proteção e socorro#;Lei 147/99#;PE;S;"CPL#
ISS#
SCML#";"CPCJ#
TFM#";"Iniciar#
Iniciar#";"150.10.600#
150.20.300#
150.40.500#
300.30.008#
500.10.001#
500.10.301#
550.20.500#
650.20.001#
650.20.304#
650.20.601#
650.20.604#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Realização de fiscalização#
Ação de proteção e socorro#
Sinalização e encaminhamento em situações de vulnerabilidade#
Apoio psicossocial#
Admissão e desenvolvimento em instituições sociais residenciais ou estruturas de alojamento#
Processamento de dados cadastrais de utentes em respostas sociais de acolhimento#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplemento para#
Suplemento para#
Sucessão (antecessor)#
Sucessão (sucessor)#
Sucessão (sucessor)#
Sucessão (antecessor)#
Síntese (sintetizado)#";Elevada;N;5;;"#Critério legal:
[DL 433/82], art.º 27º - Prazo prescricional do procedimento contraordenacional.
#Critério de utilidade administrativa:
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração)
PN  500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização)";Data de conclusão do procedimento;E;"#Critério de densidade informacional:
Informação sintetizada complementarmente em
PN 150.10.600 - Avaliação de políticas e instrumentos de operacionalização;
PN 150.20.300 - Avaliação de atividades (atuação da entidade);
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão;
PN 300.30.008 - Registo de documentos e informação (casos tratados);
PN 650.20.604 - Processamento dos dados cadastrais de utentes em respostas sociais de acolhimento.";;;;;;;;;;;

